"197,""Als"",""eine"",""eine"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"198,""Des"",""Schmerzens"",""Schmerzens"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"199,""Indem"",""er"",""er"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"200,""O"",""wüßtest"",""wüßtest"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"201,""Es"",""über"",""über"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"202,""Mein"",""Wunsch,"",""Wunsch,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"203,""[114]"",""Die"",""Die"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"204,""Wird"",""sie"",""sie"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"205,""Strato."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"206,""Die"",""Liebe"",""Liebe"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"207,""Philotas."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"208,""Dir"",""allein"",""allein"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"209,""Vertrau"",""ich"",""ich"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"210,""Er"",""liebet,"",""liebet,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"211,""Mehr"",""als"",""als"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"212,""Siehst"",""du"",""du"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"213,""Mit"",""schwerem"",""schwerem"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"214,""Für"",""grösser"",""grösser"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"215,""Des"",""Vaterlandes"",""Vaterlandes"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"216,""Hat"",""nicht"",""nicht"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"217,""Hoch"",""wird"",""wird"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"218,""Und"",""ach!"",""ach!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"219,""Das"",""Vaterland"",""Vaterland"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"220,""Ihm"",""dißmal"",""dißmal"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"221,""Mich"",""aus"",""aus"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"222,""Zu"",""retten,"",""retten,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"223,""Was"",""in"",""in"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"224,""Durch"",""vieler"",""vieler"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"225,""[115]"",""Gewonnen"",""Gewonnen"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"226,""Aufopfern,"",""Vater!"",""Vater!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"227,""Für"",""deinen"",""deinen"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"228,""Hingeben!"",""Wer?"",""Wer?"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"229,""O"",""Vater!"",""Vater!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"230,""Strato."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"231,""Prinz,"",""fasse"",""fasse"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"232,""So"",""grausam"",""grausam"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"233,""Du"",""hörst"",""hörst"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"234,""Philotas."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"235,""Was?"",""Trost?"",""Trost?"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"236,""Dritter"",""Auftritt."",""Auftritt"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"237,""Philotas."",""Strato."",""Strato"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"238,""Aridäus."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"239,""Laß"",""dich"",""dich"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"240,""Ist"",""nicht"",""nicht"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"241,""Persönlich"",""wenigstens"",""wenigstens"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"242,""Und"",""ihre"",""ihre"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"243,""Dich"",""noch"",""noch"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"244,""Denn"",""du"",""du"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"245,""Und"",""ich"",""ich"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"246,""[116]"",""Ha!"",""Ha!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"247,""Wie"",""deine"",""deine"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"248,""Die"",""seinige."",""seinige"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"249,""Erinnr’"",""ich"",""ich"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"250,""Mit"",""eurem"",""eurem"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"251,""Solch"",""offnes"",""offnes"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"252,""Wie"",""da"",""da"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"253,""Hatt’"",""er,"",""er,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"254,""Hast"",""du"",""du"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"255,""Was"",""für"",""für"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"256,""In"",""deinem"",""deinem"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"257,""Erwähnt,"",""daß"",""daß"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"258,""Als"",""itzige?"",""itzige?"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"259,""Der"",""unsre"",""unsre"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"260,""Und"",""jedes"",""jedes"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"261,""Wir"",""wurden"",""wurden"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"262,""Geblieben,"",""was"",""was"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"263,""Wir"",""wären"",""wären"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"264,""Der"",""König"",""König"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"265,""Den"",""Freund"",""Freund"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"266,""Philotas."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"267,""Erwarte"",""nicht"",""nicht"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"268,""[117]"",""Daß"",""Daß"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"269,""Erwiedern"",""soll."",""soll"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"270,""Nur"",""denken,"",""denken,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"271,""Daß"",""er"",""er"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"272,""O"",""wärt"",""wärt"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"273,""Als"",""wenn"",""wenn"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"274,""Des"",""Staatsmanns"",""Staatsmanns"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"275,""Wie"",""Sieger,"",""Sieger,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
