"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"10327","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10328","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10329","viel","PRO.Indef.Attr.*.*.*","viel","PRO","Indef","Attr",NA,NA,NA,NA,NA,NA
"10330","Glückseligkeit","N.Reg.Dat.Sg.Fem","Glückseligkeit","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10331","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10332","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10333","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10334",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10335","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10336","mag","VFIN.Mod.3.Sg.Pres.Ind","mögen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"10337","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"10338","wohl","ADV","wohl","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10339","diese","PRO.Dem.Attr.Acc.Sg.Fem","diese","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"10340","Glückseligkeit","N.Reg.Acc.Sg.Fem","Glückseligkeit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10341","selbst","ADV","selbst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10342","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"10343","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10344",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10345","die","PRO.Rel.Subst.Nom.Sg.Fem","die","PRO","Rel","Subst","Nom",NA,"Sg","Fem",NA,NA
"10346","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10347","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10348","ernst","ADJD.Pos","ernst","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10349","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10350",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10351","die","PRO.Rel.Subst.Nom.Sg.Fem","die","PRO","Rel","Subst","Nom",NA,"Sg","Fem",NA,NA
"10352","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10353","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10354",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10355","wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10356","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"10357","es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"10358","nennen","VFIN.Full.3.Pl.Pres.Ind","nennen","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"10359","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10360",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10361","mein","PRO.Poss.Attr.Nom.Sg.Neut","meine","PRO","Poss","Attr","Nom",NA,"Sg","Neut",NA,NA
"10362","Fräulein","N.Reg.Nom.Sg.Neut","Fräulein","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"10363","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10364",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10365","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10366","feierlich","ADJD.Pos","feierlich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10367","macht","VFIN.Full.3.Sg.Pres.Ind","machen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"10368","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10369",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10370","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10371","Ha","N.Name.Nom.Sg.Masc","ha","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"10372","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10373","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10374","auch","ADV","auch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10375","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"10376","hier","ADV","hier","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10377","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10378",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10379","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10380","gnädige","ADJA.Pos.Nom.Sg.Fem","gnädig","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"10381","Frau","N.Reg.Nom.Sg.Fem","Frau","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10382","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10383","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10384","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10385","nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10386","bald","ADV","bald","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10387","mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"10388","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10389","einem","ART.Indef.Dat.Sg.Masc","eine","ART","Indef",NA,"Dat",NA,"Sg","Masc",NA,NA
"10390","innigern","ADJD.Pos","innigern","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10391","Namen","N.Reg.Dat.Sg.Masc","Name","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"10392","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"10393","verehrende","ADJA.Pos.Nom.Sg.Masc","verehrend","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10394","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10395","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10396","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10397","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10398","Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"10399","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10400","größter","ADJA.Sup.Nom.Sg.Masc","groß","ADJA","Sup",NA,"Nom",NA,"Sg","Masc",NA,NA
"10401","Stolz","N.Reg.Nom.Sg.Masc","Stolz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10402","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"10403","wird","VFIN.Aux.3.Sg.Pres.Ind","werden","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10404","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10405","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10406","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10407","Wie","CONJ.Comp","wie","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10408","glücklich","ADJD.Pos","glücklich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10409","bist","VFIN.Aux.2.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"2","Sg",NA,"Pres","Ind"
"10410","du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"10411","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10412",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10413","meine","VFIN.Full.1.Sg.Pres.Ind","meinen","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"10414","Emilia","N.Name.*.*.*","Emilia","N","Name",NA,NA,NA,NA,NA,NA,NA
"10415","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10416","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10417","–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"10418","Warum","PROADV.Inter","warum","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10419","hat","VFIN.Aux.3.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10420","dein","PRO.Poss.Attr.Nom.Sg.Masc","deine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10421","Vater","N.Reg.Nom.Sg.Masc","Vater","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10422","unsere","PRO.Poss.Attr.Acc.Sg.Fem","unsre","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"10423","Entzückung","N.Reg.Acc.Sg.Fem","Entzückung","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10424","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10425","teilen","VINF.Full","teilen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10426","wollen","VINF.Mod","wollen","VINF","Mod",NA,NA,NA,NA,NA,NA,NA
"10427","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10428","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10429","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10430","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10431","Eben","ADV","eben","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10432","hab","VIMP.Aux.2.Sg","haben","VIMP","Aux",NA,NA,"2","Sg",NA,NA,NA
"10433","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10434","'","SYM.Quot.Right","'","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"10435","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10436","mich","PRO.Refl.Subst.1.Acc.Sg.*","sie","PRO","Refl","Subst","Acc","1","Sg",NA,NA,NA
"10437","aus","APPR","aus","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10438","seinen","PRO.Poss.Attr.Dat.Pl.Masc","seine","PRO","Poss","Attr","Dat",NA,"Pl","Masc",NA,NA
"10439","Armen","N.Reg.Dat.Pl.Masc","Arm","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"10440","gerissen","VPP.Full.Psp","reißen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10441","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10442",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10443","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10444","oder","CONJ.Coord","oder","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10445","vielmehr","ADV","vielmehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10446","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10447","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10448",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10449","sich","PRO.Refl.Subst.3.Acc.Sg.*","sie","PRO","Refl","Subst","Acc","3","Sg",NA,NA,NA
"10450","aus","APPR","aus","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10451","meinen","PRO.Poss.Attr.Dat.Pl.Masc","meine","PRO","Poss","Attr","Dat",NA,"Pl","Masc",NA,NA
"10452","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10453",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10454","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10455","Welch","PRO.Inter.Attr.*.*.*","welch","PRO","Inter","Attr",NA,NA,NA,NA,NA,NA
"10456","ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10457","Mann","N.Reg.Nom.Sg.Masc","Mann","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10458","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10459",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10460","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10461","Emilia","N.Name.Acc.Sg.Fem","Emilia","N","Name",NA,"Acc",NA,"Sg","Fem",NA,NA
"10462","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10463",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10464","Ihr","PRO.Poss.Attr.Nom.Sg.Masc","ihre","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10465","Vater","N.Reg.Nom.Sg.Masc","Vater","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10466","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10467","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10468","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10469","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10470","Das","ART.Def.Nom.Sg.Neut","die","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"10471","Muster","N.Reg.Nom.Sg.Neut","Muster","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"10472","aller","PRO.Indef.Attr.Gen.Sg.Fem","alle","PRO","Gen","Attr","Gen",NA,"Sg","Fem",NA,NA
"10473","männlichen","ADJA.Pos.Gen.Sg.Fem","männlich","ADJA","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"10474","Tugend","N.Reg.Gen.Sg.Fem","Tugend","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"10475","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10476","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10477","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10479","Zu","APPR","zu","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10480","was","PRO.Indef.Subst.*.*.Neut","was","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"10481","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10482","Gesinnungen","N.Reg.Acc.Pl.Fem","Gesinnung","N","Reg",NA,"Acc",NA,"Pl","Fem",NA,NA
"10483","erhebt","VFIN.Full.3.Sg.Pres.Ind","erheben","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"10484","sich","PRO.Refl.Subst.3.Acc.Sg.*","sie","PRO","Refl","Subst","Acc","3","Sg",NA,NA,NA
"10485","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10486","Seele","N.Reg.Nom.Sg.Fem","Seele","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10487","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10488","seiner","PRO.Poss.Attr.Dat.Sg.Fem","seine","PRO","Poss","Attr","Dat",NA,"Sg","Fem",NA,NA
"10489","Gegenwart","N.Reg.Dat.Sg.Fem","Gegenwart","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10490","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10491","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10492","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10493","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10494","Nie","ADV","nie","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10495","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10496","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10497","Entschluß","N.Reg.Nom.Sg.Masc","Entschluss","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10498","immer","ADV","immer","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10499","gut","ADJD.Pos","gut","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10500","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10501",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10502","immer","ADV","immer","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10503","edel","ADJD.Pos","edel","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10504","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"10505","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"10506","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10507",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10508","lebendiger","ADJD.Comp","lebendig","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"10509","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10510",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10511","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10512","wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10513","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10514","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"10515","sehe","VFIN.Full.1.Sg.Pres.Ind","sehen","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"10516","–","TRUNC.Noun","–","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"10517","wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10518","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10519","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"10520","mir","PRO.Refl.Subst.1.Dat.Sg.*","sie","PRO","Refl","Subst","Dat","1","Sg",NA,NA,NA
"10521","denke","VFIN.Full.1.Sg.Pres.Ind","denken","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"10522","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10523",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10524","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10525","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10526","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10527","womit","PROADV.Inter","womit","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10528","sonst","ADV","sonst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10529","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10530",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10531","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10532","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10533","der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"10534","Erfüllung","N.Reg.Dat.Sg.Fem","Erfüllung","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10535","dieses","PRO.Dem.Attr.Gen.Sg.Masc","diese","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"10536","Entschlusses","N.Reg.Gen.Sg.Masc","Entschluss","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"10537","kann","VFIN.Mod.1.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"10538","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10539","mich","PRO.Refl.Subst.1.Acc.Sg.*","sie","PRO","Refl","Subst","Acc","1","Sg",NA,NA,NA
"10540","der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"10541","Ehre","N.Reg.Dat.Sg.Fem","Ehre","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10542","würdig","ADJD.Pos","würdig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10543","machen","VINF.Full","machen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10544","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10545",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10546","sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10547","Sohn","N.Reg.Nom.Sg.Masc","Sohn","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10548","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"10549","heißen","VINF.Full","heißen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10550","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10552","–","N.Reg.Nom.Sg.Fem","–","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10553","der","ART.Def.Gen.Pl.Fem","die","ART","Gen",NA,"Gen",NA,"Pl","Fem",NA,NA
"10554","Ihrige","PRO.Poss.Subst.Acc.Pl.*","ihrige","PRO","Poss","Subst","Acc",NA,"Pl",NA,NA,NA
"10555","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"10556","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"10557","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10559","meine","VFIN.Full.1.Sg.Pres.Ind","meinen","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"10560","Emilia","N.Name.*.*.*","Emilia","N","Name",NA,NA,NA,NA,NA,NA,NA
"10561","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10562","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10563","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10566","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10567","wollte","VFIN.Mod.3.Sg.Past.Ind","wollen","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Ind"
"10568","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10569","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10570","erwarten","VINF.Full","erwarten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10571","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10573","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10575","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10576","urteile","VFIN.Full.1.Sg.Pres.Ind","urteilen","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"10577","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10578",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10579","weil","CONJ.SubFin","weil","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10580","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"10581","seine","PRO.Poss.Attr.Nom.Sg.Fem","seine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10582","Emilia","N.Name.Nom.Sg.Fem","Emilia","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"10583","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10584",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10585","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10586","diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese","PRO","Dem","Attr","Acc",NA,"Sg","Masc",NA,NA
"10587","augenblicklichen","ADJA.Pos.Acc.Sg.Masc","augenblicklich","ADJA","Pos",NA,"Acc",NA,"Sg","Masc",NA,NA
